"","X2004Q1.id","X2004Q1.name","X2004Q2.id","X2004Q2.name","X2004Q3.id","X2004Q3.name","X2004Q4.id","X2004Q4.name","X2005Q1.id","X2005Q1.name","X2005Q2.id","X2005Q2.name","X2005Q3.id","X2005Q3.name","X2005Q4.id","X2005Q4.name","X2006Q1.id","X2006Q1.name","X2006Q2.id","X2006Q2.name","X2006Q3.id","X2006Q3.name","X2006Q4.id","X2006Q4.name","X2007Q1.id","X2007Q1.name","X2007Q2.id","X2007Q2.name","X2007Q3.id","X2007Q3.name","X2007Q4.id","X2007Q4.name","X2008Q1.id","X2008Q1.name","X2008Q2.id","X2008Q2.name","X2008Q3.id","X2008Q3.name","X2008Q4.id","X2008Q4.name","X2009Q1.id","X2009Q1.name","X2009Q2.id","X2009Q2.name","X2009Q3.id","X2009Q3.name","X2009Q4.id","X2009Q4.name","X2010Q1.id","X2010Q1.name","X2010Q2.id","X2010Q2.name","X2010Q3.id","X2010Q3.name","X2010Q4.id","X2010Q4.name","X2011Q1.id","X2011Q1.name","X2011Q2.id","X2011Q2.name","X2011Q3.id","X2011Q3.name","X2011Q4.id","X2011Q4.name","X2012Q1.id","X2012Q1.name","X2012Q2.id","X2012Q2.name","X2012Q3.id","X2012Q3.name","X2012Q4.id","X2012Q4.name","X2013Q1.id","X2013Q1.name","X2013Q2.id","X2013Q2.name","X2013Q3.id","X2013Q3.name","X2013Q4.id","X2013Q4.name","X2014Q1.id","X2014Q1.name","X2014Q2.id","X2014Q2.name","X2014Q3.id","X2014Q3.name","X2014Q4.id","X2014Q4.name","X2015Q1.id","X2015Q1.name","X2015Q2.id","X2015Q2.name","X2015Q3.id","X2015Q3.name","X2015Q4.id","X2015Q4.name","X2016Q1.id","X2016Q1.name","X2016Q2.id","X2016Q2.name","X2016Q3.id","X2016Q3.name","X2016Q4.id","X2016Q4.name","X2017Q1.id","X2017Q1.name","X2017Q2.id","X2017Q2.name","X2017Q3.id","X2017Q3.name","X2017Q4.id","X2017Q4.name"
"24",2912,"統一超",2891,"中信金",2890,"永豐金控",2890,"永豐金控",2888,"新光金",2888,"新光金",5880,"合庫",5880,"合庫",5880,"合庫",5880,"合庫",9904,"寶成工業",9904,"寶成工業",6505,"台塑石化",9904,"寶成工業",2912,"統一超",9904,"寶成工業",9904,"寶成工業",2912,"統一超",2912,"統一超",9904,"寶成工業",2912,"統一超",2912,"統一超",2912,"統一超",2912,"統一超",1722,"台肥",1722,"台肥",1722,"台肥",1722,"台肥",9904,"寶成",1722,"台肥",2912,"統一超",2912,"統一超",2912,"統一超",2912,"統一超",2912,"統一超",2912,"統一超",2912,"統一超",5880,"合庫",2892,"第一金控",2891,"中信金",2892,"第一金",5880,"合庫金",5880,"合庫",5880,"合庫",5880,"合庫",5880,"合庫",2892,"第一金",2892,"第一金",2892,"第一金",5880,"合庫",5880,"合庫金",2892,"第一金",2892,"第一金",2892,"第一金",2892,"第一金",2892,"第一金"
"25",9904,"寶成工業",2892,"第一金控",2891,"中信金",2891,"中信金",2890,"永豐金控",2890,"永豐金控",6004,"元京證",6004,"元京證",6004,"元京證",6004,"元京證",6505,"台塑石化",6505,"台塑石化",2303,"聯電",6505,"台塑石化",9904,"寶成工業",6505,"台塑石化",6505,"台塑石化",9904,"寶成工業",9904,"寶成工業",1722,"台肥",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",1722,"台肥",6505,"台塑石化",1722,"台肥",1722,"台肥",1722,"台肥",1722,"台肥",1722,"台肥",1722,"台肥",1722,"台肥",2912,"統一超",5880,"合庫金",2892,"第一金",5880,"合庫",2912,"統一超",2912,"統一超",2912,"統一超",2912,"統一超",2912,"統一超",5880,"合庫金",5880,"合庫",5880,"合庫",2912,"統一超",2912,"統一超",5880,"合庫",5880,"合庫金",5880,"合庫金",5880,"合庫",5880,"合庫"
"26",6505,"台塑石化",2912,"統一超",2892,"第一金控",2892,"第一金控",2891,"中信金",2891,"中信金",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業",2303,"聯電",2303,"聯電",2311,"日月光",2303,"聯電",6505,"台塑石化",2303,"聯電",2303,"聯電",1722,"台肥",1722,"台肥",6505,"台塑石化",1722,"台肥",1722,"台肥",1722,"台肥",1722,"台肥",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電",6505,"台塑石化",2303,"聯電",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",1722,"台肥",2912,"統一超",5880,"合庫",2912,"統一超",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業",2912,"統一超",2912,"統一超",2912,"統一超",9904,"寶成工業",9904,"寶成工業",2912,"統一超",2912,"統一超",2912,"統一超",2912,"統一超",2912,"統一超"
"27",2303,"聯電",9904,"寶成工業",2912,"統一超",6004,"元京證",2892,"第一金控",2892,"第一金控",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",2311,"日月光",2311,"日月光",2325,"矽品",2311,"日月光",2303,"聯電",2311,"日月光",2311,"日月光",6505,"台塑石化",6505,"台塑石化",2303,"聯電",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光",2303,"聯電",2311,"日月光",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電",6505,"台塑石化",1722,"台肥",2912,"統一超",9904,"寶成工業",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業",6505,"台塑石化",6505,"台塑石化",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業",9904,"寶成工業"
"28",2311,"日月光",6505,"台塑石化",9904,"寶成工業",2912,"統一超",6004,"元京證",5880,"合庫",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電",2325,"矽品",2325,"矽品",2330,"台積電",2325,"矽品",2311,"日月光",2325,"矽品",2325,"矽品",2303,"聯電",2303,"聯電",2311,"日月光",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品",2311,"日月光",2325,"矽品",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光",2303,"聯電",6505,"台塑石化",9904,"寶成工業",6505,"台塑石化",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",2303,"聯電",2303,"聯電",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化",6505,"台塑石化"
"29",2325,"矽品",2303,"聯電",6505,"台塑石化",9904,"寶成工業",9904,"寶成工業",6004,"元京證",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光",2330,"台積電",2330,"台積電",2408,"南亞科",2330,"台積電",2325,"矽品",2330,"台積電",2330,"台積電",2311,"日月光",2311,"日月光",2325,"矽品",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電",2325,"矽品",2330,"台積電",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品",2311,"日月光",2303,"聯電",6505,"台塑石化",2303,"聯電",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光",2303,"聯電",2303,"聯電",2303,"聯電",2311,"日月光",2311,"日月光",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電",2303,"聯電"
"30",2330,"台積電",2311,"日月光",2303,"聯電",6505,"台塑石化",6505,"台塑石化",9904,"寶成工業",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品",2408,"南亞科",2408,"南亞科",2454,"聯發科",2408,"南亞科",2330,"台積電",2408,"南亞科",2408,"南亞科",2325,"矽品",2325,"矽品",2330,"台積電",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品",2454,"聯發科",2454,"聯發科",2454,"聯發科",2454,"聯發科",2330,"台積電",2454,"聯發科",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電",2325,"矽品",2311,"日月光",2303,"聯電",2311,"日月光",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品",2311,"日月光",2311,"日月光",2311,"日月光",2325,"矽品",2325,"矽品",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光",2311,"日月光"
"31",2344,"華邦電",2325,"矽品",2311,"日月光",2303,"聯電",2303,"聯電",6505,"台塑石化",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電",2454,"聯發科",2454,"聯發科",3034,"聯詠",2454,"聯發科",2408,"南亞科",2454,"聯發科",2454,"聯發科",2330,"台積電",2330,"台積電",2408,"南亞科",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電",3474,"華亞科",3474,"華亞科",3474,"華亞科",3474,"華亞科",2454,"聯發科",2301,"光寶",2454,"聯發科",2454,"聯發科",2454,"聯發科",2454,"聯發科",2454,"聯發科",2454,"聯發科",2454,"聯發科",2330,"台積電",2325,"矽品",2311,"日月光",2325,"矽品",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電",2325,"矽品",2325,"矽品",2325,"矽品",2330,"台積電",2330,"台積電",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品",2325,"矽品"
"32",2388,"威盛電子",2330,"台積電",2325,"矽品",2311,"日月光",2311,"日月光",2303,"聯電",2344,"華邦電",2408,"南亞科",2408,"南亞科",2408,"南亞科",3034,"聯詠",3034,"聯詠",3474,"華亞科",3034,"聯詠",2454,"聯發科",3034,"聯詠",3034,"聯詠",2408,"南亞科",2408,"南亞科",2454,"聯發科",2408,"南亞科",2454,"聯發科",2454,"聯發科",2454,"聯發科",6239,"力成",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶",2324,"仁寶",2301,"光寶",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2454,"聯發科",2330,"台積電",2325,"矽品",2330,"台積電",2454,"聯發科",2454,"聯發科",2408,"南亞科",2408,"南亞科",2408,"南亞科",2330,"台積電",2330,"台積電",2330,"台積電",2408,"南亞科",2408,"南亞科",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電",2330,"台積電"
"33",2401,"凌陽科技",2344,"華邦電",2330,"台積電",2325,"矽品",2325,"矽品",2311,"日月光",2408,"南亞科",2454,"聯發科",2454,"聯發科",2454,"聯發科",3474,"華亞科",3474,"華亞科",2301,"光寶科技",3474,"華亞科",3034,"聯詠",3474,"華亞科",3474,"華亞科",2454,"聯發科",2454,"聯發科",3474,"華亞科",2454,"聯發科",3474,"華亞科",3474,"華亞科",3474,"華亞科",2301,"光寶科技",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶",2353,"宏碁",2324,"仁寶",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2301,"光寶科技",2454,"聯發科",2330,"台積電",2454,"聯發科",3474,"華亞科",3474,"華亞科",2454,"聯發科",2454,"聯發科",2454,"聯發科",2408,"南亞科",2408,"南亞科",2408,"南亞科",2454,"聯發科",2454,"聯發科",2408,"南亞科",2408,"南亞科",2408,"南亞科",2408,"南亞科",2408,"南亞科"
"34",2408,"南亞科",2388,"威盛電子",2344,"華邦電",2330,"台積電",2330,"台積電",2325,"矽品",2454,"聯發科",2301,"光寶科技",3034,"聯詠",3034,"聯詠",2301,"光寶科技",2301,"光寶科技",2324,"仁寶電腦",2301,"光寶科技",3474,"華亞科",2301,"光寶科技",2301,"光寶科技",3474,"華亞科",3474,"華亞科",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2324,"仁寶電腦",2353,"宏碁",2353,"宏碁",2353,"宏碁",2353,"宏碁",2357,"華碩",2353,"宏碁",2353,"宏碁",2353,"宏碁",2353,"宏碁",2353,"宏碁",2353,"宏碁",2353,"宏碁",2324,"仁寶電腦",2301,"光寶科技",2454,"聯發科",3474,"華亞科",2301,"光寶科技",2301,"光寶科技",3474,"華亞科",3474,"華亞科",3474,"華亞科",2454,"聯發科",2454,"聯發科",2454,"聯發科",3474,"華亞科",3474,"華亞科",2454,"聯發科",2454,"聯發科",2454,"聯發科",2454,"聯發科",2454,"聯發科"
"35",2454,"聯發科",2401,"凌陽科技",2401,"凌陽科技",2344,"華邦電",2344,"華邦電",2330,"台積電",2301,"光寶科技",2324,"仁寶電腦",2301,"光寶科技",2301,"光寶科技",2324,"仁寶電腦",2324,"仁寶電腦",2353,"宏碁",2324,"仁寶電腦",2301,"光寶科技",2324,"仁寶電腦",2324,"仁寶電腦",2301,"光寶科技",2301,"光寶科技",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2353,"宏碁",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2382,"廣達",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2353,"宏碁",2324,"仁寶電腦",2301,"光寶科技",2301,"光寶科技",2324,"仁寶電腦",2324,"仁寶電腦",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",3474,"華亞科",3474,"華亞科",3474,"華亞科",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技"
"36",2301,"光寶科技",2408,"南亞科",2408,"南亞科",2408,"南亞科",2408,"南亞科",2344,"華邦電",2324,"仁寶電腦",2352,"佳世達",2324,"仁寶電腦",2324,"仁寶電腦",2353,"宏碁",2353,"宏碁",2357,"華碩",2353,"宏碁",2324,"仁寶電腦",2353,"宏碁",2353,"宏碁",2324,"仁寶電腦",2324,"仁寶電腦",2353,"宏碁",2353,"宏碁",2353,"宏碁",2353,"宏碁",2353,"宏碁",2357,"華碩",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",3231,"緯創",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2357,"華碩",2357,"華碩",2324,"仁寶電腦",2324,"仁寶電腦",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦"
"37",2324,"仁寶電腦",2454,"聯發科",2454,"聯發科",2454,"聯發科",2454,"聯發科",2408,"南亞科",2352,"佳世達",2353,"宏碁",2352,"佳世達",2352,"佳世達",2357,"華碩",2357,"華碩",2382,"廣達",2357,"華碩",2353,"宏碁",2357,"華碩",2357,"華碩",2353,"宏碁",2353,"宏碁",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2382,"廣達",3231,"緯創",3231,"緯創",3231,"緯創",3231,"緯創",2409,"友達",3231,"緯創",3231,"緯創",3231,"緯創",3231,"緯創",3231,"緯創",3231,"緯創",3231,"緯創",2382,"廣達",2382,"廣達",2357,"華碩",2357,"華碩",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩"
"38",2352,"佳世達",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2301,"光寶科技",2454,"聯發科",2353,"宏碁",2357,"華碩",2353,"宏碁",2353,"宏碁",2382,"廣達",2382,"廣達",2409,"友達",2382,"廣達",2357,"華碩",2382,"廣達",2382,"廣達",2357,"華碩",2357,"華碩",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",3231,"緯創",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",2448,"晶電",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",4938,"和碩",4938,"和碩",2382,"廣達",2382,"廣達",2395,"研華",2395,"研華",2395,"研華",2395,"研華",2395,"研華",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達"
"39",2353,"宏碁",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2324,"仁寶電腦",2301,"光寶科技",2357,"華碩",2382,"廣達",2357,"華碩",2357,"華碩",2409,"友達",2409,"友達",2475,"華映",2409,"友達",2382,"廣達",2409,"友達",2409,"友達",2382,"廣達",2382,"廣達",3231,"緯創",3231,"緯創",3231,"緯創",3231,"緯創",3231,"緯創",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",2409,"友達",2409,"友達",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",2395,"研華",2395,"研華",2395,"研華",2395,"研華",2395,"研華",2395,"研華",2395,"研華",2395,"研華",2395,"研華",2395,"研華"
"40",2356,"英業達",2352,"佳世達",2352,"佳世達",2352,"佳世達",2352,"佳世達",2324,"仁寶電腦",2382,"廣達",2409,"友達",2382,"廣達",2382,"廣達",2475,"華映",2475,"華映",3008,"大立光",3008,"大立光",2409,"友達",3481,"群創光電",3481,"群創光電",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2448,"晶電",2448,"晶電",2448,"晶電",2448,"晶電",2448,"晶電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3008,"大立光",3008,"大立光",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩",4938,"和碩"
"41",2357,"華碩",2353,"宏碁",2353,"宏碁",2353,"宏碁",2353,"宏碁",2352,"佳世達",2409,"友達",2475,"華映",2409,"友達",2409,"友達",3008,"大立光",3008,"大立光",3481,"群創光電",3481,"群創光電",3481,"群創光電",2412,"中華電",2412,"中華電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創",3673,"TPK-KY",3673,"TPK-KY",3673,"TPK-KY",3673,"TPK-KY",3673,"TPK-KY",3673,"TPK-KY",3673,"TPK-KY",3673,"TPK-KY",3481,"群創光電",3481,"群創光電",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達"
"42",2382,"廣達",2357,"華碩",2357,"華碩",2357,"華碩",2357,"華碩",2353,"宏碁",2475,"華映",6116,"彩晶",2475,"華映",2475,"華映",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2498,"宏達電",2498,"宏達電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",3673,"TPK-KY",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",3673,"TPK-KY",3673,"TPK-KY",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光",3008,"大立光"
"43",2323,"中環",2382,"廣達",2382,"廣達",2382,"廣達",2382,"廣達",2357,"華碩",6116,"彩晶",2412,"中華電",2412,"中華電",2412,"中華電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",3045,"台灣大",3045,"台灣大",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2412,"中華電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電",3481,"群創光電"
"44",2349,"錸德科技",2323,"中環",2323,"中環",2323,"中環",2323,"中環",2382,"廣達",2412,"中華電",2498,"宏達電",2498,"宏達電",2498,"宏達電",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",4904,"遠傳",4904,"遠傳",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",2498,"宏達電",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2498,"宏達電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電"
"45",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2409,"友達",2498,"宏達電",3045,"台灣大",3045,"台灣大",3045,"台灣大",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",2308,"台達電",2308,"台達電",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",3045,"台灣大",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大"
"46",2475,"華映",2475,"華映",2475,"華映",2475,"華映",2475,"華映",2475,"華映",3045,"台灣大",4904,"遠傳",4904,"遠傳",4904,"遠傳",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",8046,"南電",8046,"南電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",4904,"遠傳",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳",4904,"遠傳"
"47",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",2412,"中華電",4904,"遠傳",2308,"台達電",2308,"台達電",2308,"台達電",8046,"南電",8046,"南電",8046,"南電",8046,"南電",8046,"南電",2347,"聯強國際",2347,"聯強國際",8046,"南電",8046,"南電",8046,"南電",8046,"南電",8046,"南電",8046,"南電",8046,"南電",8046,"南電",8046,"南電",8046,"南電",8046,"南電",2308,"台達電",2347,"聯強",2347,"聯強",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電"
"48",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",3045,"台灣大",2308,"台達電",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強國際",2347,"聯強",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海"
"49",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2308,"台達電",2317,"鴻海",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準"
"50",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2317,"鴻海",2354,"鴻準",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2354,"鴻準",2474,"可成",2474,"可成",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技",2474,"可成科技"
